root,x,y,z,length,forms,notes
صدع,15,9,19,3,4,"['1', '2', '5', '7']"
صدغ,15,9,20,3,2,"['1', '3']"
صدف,15,9,21,3,5,"['1', '3', '4', '5', '6']"
صدق,15,9,22,3,6,"['1', '2', '3', '4', '5', '6']"
صدم,15,9,25,3,4,"['1', '3', '6', '8']"
صدو,15,9,28,3,1,['1']
صدى,15,9,29,3,5,"['1', '2', '3', '4', '5']"
صر,15,11,0,2,6,"['1', '2', '3', '4', '8', 'R.Q.1']"
صرب,15,11,3,3,6,"['1', '2', '4', '8', '11', 'Q.Q.4']"
صرج,15,11,6,3,1,['2']
صرح,15,11,7,3,6,"['1', '2', '3', '4', '5', '7']"
صرخ,15,11,8,3,6,"['1', '4', '5', '6', '8', '10']"
صرد,15,11,9,3,4,"['1', '2', '4', '7']"
صرع,15,11,19,3,7,"['1', '2', '3', '5', '6', '7', '8']"
صرف,15,11,21,3,7,"['2', '3', '4', '5', '7', '8', '10']"
صرم,15,11,25,3,8,"['1', '2', '3', '4', '5', '6', '7', '8']"
صرى,15,11,29,3,4,"['1', '2', '4', '8']"
صعب,15,19,3,3,5,"['1', '2', '4', '5', '10']"
صعد,15,19,9,3,7,"['1', '2', '4', '5', '6', '8', '10']"
صعر,15,19,11,3,9,"['1', '2', '3', '5', '6', '9', 'R.Q.1', 'R.Q.2', 'R.Q.3']"
صعط,15,19,17,3,2,"['1', '4']"
صعق,15,19,22,3,2,"['1', '4']"
صعل,15,19,24,3,2,"['1', '11']"
صعلك,15,19,24,4,2,"(1) ['Q.1', 'Q.2']"
صعو,15,19,28,3,1,['1']
صغر,15,20,11,3,5,"['1', '2', '4', '6', '10']"
صغو,15,20,28,3,2,"['1', '4']"
صف,15,21,0,2,7,"['1', '2', '3', '4', '6', '8', 'R.Q.1']"
صفح,15,21,7,3,7,"['1', '2', '3', '4', '5', '6', '10']"
صفد,15,21,9,3,3,"['1', '2', '4']"
صفر,15,21,11,3,6,"['1', '2', '4', '5', '9', '11']"
صفع,15,21,19,3,1,['1']
صفق,15,21,22,3,8,"['1', '2', '3', '4', '5', '6', '7', '8']"
صفن,15,21,26,3,4,"['1', '2', '3', '6']"
صفو,15,21,28,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
صقب,15,22,3,3,4,"['1', '2', '3', '4']"
صقر,15,22,11,3,9,"['1', '2', '4', '5', '8', '9', 'Q.Q.1', 'Q.Q.1', 'Q.Q.4']"
صقع,15,22,19,3,4,"['1', '2', '4', 'Q.Q.1']"
صقل,15,22,24,3,1,['1']
صك,15,23,0,2,3,"['1', '3', '8']"
صكم,15,23,25,3,1,['1']
صل,15,24,0,2,5,"['1', '2', '4', 'R.Q.1', 'R.Q.2']"
صلب,15,24,3,3,5,"['1', '2', '4', '5', '8']"
صلت,15,24,4,3,4,"['1', '3', '4', '7']"
صلح,15,24,7,3,7,"['1', '3', '4', '6', '7', '8', '10']"
صلخ,15,24,8,3,3,"['1', '6', '9']"
صلد,15,24,9,3,3,"['1', '2', '4']"
صلط,15,24,17,3,1,['2']
صلع,15,24,19,3,5,"['1', '2', '5', '7', '8']"
صلغ,15,24,20,3,1,['1']
صلف,15,24,21,3,3,"['1', '4', '5']"
صلق,15,24,22,3,4,"['1', '4', '5', '8']"
صلم,15,24,25,3,3,"['1', '2', '8']"
صلهب,15,24,27,4,1,['Q.4']
صلو,15,24,28,3,3,"['1', '2', '4']"
صلى,15,24,29,3,5,"['1', '2', '4', '5', '8']"
صم,15,25,0,2,5,"['1', '2', '4', '6', 'R.Q.1']"
صمت,15,25,4,3,3,"['1', '2', '4']"
صمخ,15,25,8,3,1,['1']
صمد,15,25,9,3,5,"['1', '2', '3', '4', '5']"
صمر,15,25,11,3,4,"['1', '2', '4', '5']"
صمع,15,25,19,3,3,"['1', '2', 'Q.Q.1']"
صمغ,15,25,20,3,3,"['2', '4', '10']"
صمي,15,25,29,3,4,"['1', '3', '4', '7']"
صن,15,26,0,2,2,"['1', '4']"
صنبر,15,26,3,4,1,['Q.1']
صندل,15,26,9,4,2,"['Q.1', 'Q.2']"
صنع,15,26,19,3,7,"['1', '2', '3', '4', '5', '8', '10']"
صنف,15,26,21,3,2,"['2', '5']"
صنم,15,26,25,3,1,['2']
صنو,15,26,28,3,1,['4']
صه,15,27,0,2,2,"['1', 'R.Q.1']"
صهب,15,27,3,3,3,"['1', '4', '9']"
صهر,15,27,11,3,6,"['1', '3', '4', '7', '8', '11']"
صهرج,15,27,11,4,2,"(1) ['Q.1', 'Q.2']"
صهصى,15,27,15,4,1,['Q.1']
صهل,15,27,24,3,2,"['1', '6']"
صهو,15,27,28,3,3,"['1', '3', '4']"
صو,15,28,0,2,2,"['2', '4']"
صوب,15,28,3,3,7,"['1', '2', '4', '5', '6', '7', '10']"
صوت,15,28,4,3,4,"['1', '2', '4', '7']"
صوح,15,28,7,3,4,"['1', '2', '5', '7']"
صوخ,15,28,8,3,1,['4']
صود,15,28,9,3,1,['2']
صور,15,28,11,3,6,"['1', '2', '4', '5', '7', '8']"
صوع,15,28,19,3,5,"['1', '2', '4', '5', '7']"
صوغ,15,28,20,3,3,"['1', '5', '7']"
صوف,15,28,21,3,4,"['1', '2', '4', '5']"
صوك,15,28,23,3,2,"['1', '5']"
صول,15,28,24,3,4,"['1', '2', '3', '6']"
صوم,15,28,25,3,2,"['1', '8']"
صون,15,28,26,3,4,"['1', '5', '6', '8']"
صوى,15,28,29,3,3,"['1', '2', '4']"
صيب,15,29,3,3,1,['1']
صيح,15,29,7,3,6,"['1', '2', '3', '5', '6', '7']"
صيد,15,29,9,3,5,"['1', '4', '5', '8', '9']"
صير,15,29,11,3,4,"['1', '2', '4', '5']"
صيص,15,29,15,3,3,"['1', '2', '4']"
صيع,15,29,19,3,4,"['1', '4', '5', '7']"
صيغ,15,29,20,3,1,['2']
صيف,15,29,21,3,6,"['1', '2', '3', '4', '5', '8']"
صيك,15,29,23,3,2,"['1', '3']"
صيل,15,29,24,3,1,['1']
ضآز,16,1,12,3,1,['1']
ضآل,16,1,24,3,4,"['1', '3', '6', '8']"
ضآن,16,1,26,3,2,"['1', '4']"
ضب,16,3,0,2,6,"['1', '2', '4', '5', '10', 'R.Q.1']"
ضبآ,16,3,1,3,3,"['1', '4', '8']"
ضبث,16,3,5,3,2,"['1', '8']"
ضبح,16,3,7,3,4,"['1', '3', '6', '7']"
ضبر,16,3,11,3,3,"['1', '2', '4']"
ضبط,16,3,17,3,2,"['1', '5']"
ضبع,16,3,19,3,6,"['1', '2', '3', '4', '8', '10']"
ضبن,16,3,26,3,3,"['1', '4', '8']"
ضبو,16,3,28,3,2,"['1', '4']"
ضج,16,6,0,2,4,"['1', '2', '3', '4']"
ضجر,16,6,11,3,3,"['1', '4', '5']"
ضجع,16,6,19,3,8,"['1', '2', '3', '4', '5', '6', '7', '8']"
ضجم,16,6,25,3,3,"['1', '6', '9']"
ضح,16,7,0,2,2,"['R.Q.1', 'R.Q.2']"
ضحك,16,7,23,3,6,"['1', '3', '4', '5', '6', '10']"
ضحل,16,7,24,3,3,"['1', '4', 'Q.Q.4']"
ضحو,16,7,28,3,6,"['1', '2', '3', '4', '5', '10']"
ضخم,16,8,25,3,2,"['1', '4']"
ضد,16,9,0,2,4,"['1', '3', '4', '6']"
ضر,16,11,0,2,6,"['1', '3', '4', '5', '6', '8']"
ضرب,16,11,3,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
ضرج,16,11,6,3,4,"['1', '2', '5', '7']"
ضرح,16,11,7,3,5,"['1', '3', '4', '7', '8']"
ضرد,16,11,9,3,1,['8']
ضرس,16,11,13,3,6,"['1', '2', '3', '4', '5', '6']"
ضرط,16,11,17,3,3,"['1', '2', '4']"
ضرع,16,11,19,3,5,"['1', '2', '3', '4', '5']"
ضرغم,16,11,20,4,2,"['Q.1', 'Q.2']"
ضرم,16,11,25,3,6,"['1', '2', '4', '5', '8', '10']"
ضرو,16,11,28,3,4,"['1', '2', '4', '10']"
ضعف,16,19,21,3,7,"['1', '2', '3', '4', '5', '6', '10']"
ضعو,16,19,28,3,1,['1']
ضعٌّ,16,19,29,4,3,"['1', 'R.Q.1', 'R.Q.2']"
ضغث,16,20,5,3,4,"['1', '2', '4', '8']"
ضغط,16,20,17,3,4,"['3', '6', '7', '8']"
ضغن,16,20,26,3,3,"['1', '6', '8']"
ضف,16,21,0,2,2,"['1', '6']"
ضفدع,16,21,9,4,1,['Q.1']
ضفر,16,21,11,3,5,"['1', '2', '3', '6', '7']"
ضفو,16,21,28,3,1,['1']
ضل,16,24,0,2,6,"['1', '2', '4', '5', '6', '10']"
ضلع,16,24,19,3,5,"['1', '2', '4', '5', '8']"
ضم,16,25,0,2,8,"['1', '3', '4', '5', '6', '7', '8', 'R.Q.1']"
ضمحل,16,25,7,4,1,['Q.4']
ضمحن,16,25,7,4,1,(1) ['Q.4']
ضمخ,16,25,8,3,5,"['1', '2', '5', '7', '8']"
ضمد,16,25,9,3,4,"['1', '2', '4', '5']"
ضمر,16,25,11,3,6,"['1', '2', '4', '5', '7', '8']"
ضمن,16,25,26,3,3,"['1', '2', '5']"
ضن,16,26,0,2,2,"['1', '8']"
ضنآ,16,26,1,3,3,"['1', '4', '8']"
ضنك,16,26,23,3,2,"['1', '4']"
ضنو,16,26,28,3,1,['1']
ضنى,16,26,29,3,5,"['1', '3', '4', '5', '8']"
ضهآ,16,27,1,3,2,"['3', 'Q.Q.1']"
ضهب,16,27,3,3,4,"['1', '2', '3', 'Q.1']"
ضهد,16,27,9,3,3,"['1', '4', '8']"
ضهضب,16,27,16,4,1,['Q.1']
ضهى,16,27,29,3,3,"['1', '3', '4']"
ضهيآ,16,27,29,4,1,(1) ['Q.1']
ضو,16,28,0,2,1,['R.Q.1']
ضوآ,16,28,1,3,5,"['1', '2', '4', '5', '10']"
ضوح,16,28,7,3,1,['2']
ضور,16,28,11,3,2,"['1', '5']"
ضوز,16,28,12,3,1,['1']
ضوع,16,28,19,3,5,"['1', '2', '4', '5', '7']"
ضوف,16,28,21,3,1,['1']
ضوم,16,28,25,3,1,['1']
ضون,16,28,26,3,2,"['1', '5']"
ضوى,16,28,29,3,3,"['1', '4', '7']"
ضيح,16,29,7,3,4,"['1', '2', '4', '5']"
ضير,16,29,11,3,1,['1']
ضيز,16,29,12,3,1,['1']
ضيع,16,29,19,3,4,"['1', '2', '4', '5']"
ضيف,16,29,21,3,8,"['1', '2', '3', '4', '5', '6', '7', '10']"
ضيق,16,29,22,3,7,"['1', '2', '3', '4', '5', '6', '10']"
ضيل,16,29,24,3,1,['4']
ضيم,16,29,25,3,3,"['1', '3', '10']"
طآ,17,1,0,2,2,"['R.Q.1', 'R.Q.2']"
طب,17,3,0,2,8,"['1', '2', '3', '4', '5', '10', 'R.Q.1', 'R.Q.2']"
طبخ,17,3,8,3,5,"['1', '2', '5', '7', '8']"
طبع,17,3,19,3,5,"['1', '2', '5', '7', '8']"
طبق,17,3,22,3,7,"['1', '2', '3', '4', '5', '6', '7']"
طبل,17,3,24,3,2,"['1', '2']"
طبن,17,3,26,3,3,"['1', '3', 'Q.Q.4']"
طبو,17,3,28,3,2,"['1', '8']"
طبى,17,3,29,3,2,"['1', '8']"
طجن,17,6,26,3,1,['1']
طح,17,7,0,2,4,"['1', '4', '7', 'R.Q.1']"
طحل,17,7,24,3,1,['1']
طحلب,17,7,24,4,1,(1) ['Q.1']
طحم,17,7,25,3,1,['1']
طحن,17,7,26,3,2,"['1', '2']"
طحو,17,7,28,3,3,"['1', '2', '5']"
طخو,17,8,28,3,2,"['1', '4']"
طر,17,11,0,2,6,"['1', '2', '4', '10', 'R.Q.1', 'Q.Q.3']"
طرآ,17,11,1,3,3,"['1', '2', '4']"
طرب,17,11,3,3,5,"['1', '2', '4', '5', '10']"
طربل,17,11,3,4,1,(1) ['Q.1']
طرث,17,11,5,3,1,['R.Q.2']
طرح,17,11,7,3,8,"['1', '2', '3', '4', '5', '6', '8', 'Q.Q.1']"
طرد,17,11,9,3,8,"['1', '2', '3', '4', '6', '7', '8', '10']"
طرز,17,11,12,3,3,"['1', '2', '5']"
طرس,17,11,13,3,3,"['1', '2', '5']"
طرش,17,11,14,3,3,"['1', '5', '6']"
طرط,17,11,17,3,1,['1']
طرطب,17,11,17,4,1,(1) ['Q.1']
طرف,17,11,21,3,6,"['1', '2', '4', '5', '8', '10']"
طرق,17,11,22,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
طرمح,17,11,25,4,1,['Q.1']
طرمذ,17,11,25,4,1,(1) ['Q.1']
طرو,17,11,28,3,4,"['1', '2', '4', '12']"
طش,17,14,0,2,2,"['1', '4']"
طعم,17,19,25,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
طعن,17,19,26,3,4,"['1', '3', '6', '8']"
طغم,17,20,25,3,1,['5']
طغو,17,20,28,3,3,"['1', '4', '6']"
طف,17,21,0,2,5,"['1', '2', '4', '10', 'R.Q.1']"
طفآ,17,21,1,3,3,"['1', '4', '7']"
طفح,17,21,7,3,4,"['1', '2', '4', '8']"
طفر,17,21,11,3,3,"['1', '2', '8']"
طفق,17,21,22,3,2,"['1', '4']"
طفل,17,21,24,3,4,"['1', '2', '4', '5']"
طفو,17,21,28,3,2,"['1', '4']"
طق,17,22,0,2,1,['R.Q.1']
طل,17,24,0,2,6,"['1', '4', '5', '6', '10', 'R.Q.1']"
طلب,17,24,3,3,7,"['1', '2', '3', '4', '5', '7', '8']"
طلح,17,24,7,3,3,"['1', '2', '4']"
طلس,17,24,13,3,5,"['1', '2', '5', '7', 'Q.Q.2']"
طلسم,17,24,13,4,1,(1) ['Q.1']
طلع,17,24,19,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
طلف,17,24,21,3,2,"['2', '4']"
طلق,17,24,22,3,7,"['1', '2', '4', '5', '7', '8', '10']"
طلم,17,24,25,3,2,"['1', '2']"
طلو,17,24,28,3,6,"['1', '2', '4', '5', '8', '12']"
طم,17,25,0,2,6,"['1', '2', '4', '7', '10', 'R.Q.1']"
طمث,17,25,5,3,1,['1']
طمح,17,25,7,3,3,"['1', '2', '4']"
طمر,17,25,11,3,4,"['1', '2', '4', '8']"
طمس,17,25,13,3,4,"['1', '2', '5', '7']"
طمع,17,25,19,3,4,"['1', '2', '4', '5']"
طمن,17,25,26,3,5,"['3', '6', 'Q.Q.1', 'Q.Q.2', 'Q.Q.4']"
طن,17,26,0,2,5,"['1', '2', '4', '8', 'R.Q.1']"
طنآ,17,26,1,3,2,"['1', '4']"
طنب,17,26,3,3,4,"['1', '2', '3', '4']"
طنخ,17,26,8,3,3,"['1', '2', '4']"
طنز,17,26,12,3,3,"['1', '3', '6']"
طنف,17,26,21,3,4,"['1', '2', '4', '5']"
طنى,17,26,29,3,3,"['1', '2', '4']"
طه,17,27,0,2,1,['R.Q.1']
طهر,17,27,11,3,4,"['1', '2', '4', '5']"
طهو,17,27,28,3,2,"['1', '4']"
طوح,17,28,7,3,6,"['1', '2', '3', '4', '5', '6']"
طوخ,17,28,8,3,1,['1']
طود,17,28,9,3,5,"['1', '2', '4', '5', '7']"
طور,17,28,11,3,1,['1']
طوس,17,28,13,3,3,"['1', '2', '5']"
طوع,17,28,19,3,8,"['1', '2', '3', '4', '5', '6', '7', '10']"
طوف,17,28,21,3,6,"['1', '2', '4', '5', '8', '10']"
طوق,17,28,22,3,6,"['1', '2', '4', '5', 'Q.Q.1', 'Q.Q.2']"
طول,17,28,24,3,7,"['1', '2', '3', '4', '5', '6', '10']"
طوى,17,28,29,3,7,"['1', '2', '4', '5', '6', '7', '8']"
طى,17,29,0,2,1,['2']
طيب,17,29,3,3,6,"['1', '2', '3', '4', '5', '10']"
طيح,17,29,7,3,5,"['1', '2', '4', '5', '6']"
طيخ,17,29,8,3,3,"['1', '2', '5']"
طير,17,29,11,3,8,"['1', '2', '3', '4', '5', '6', '7', '10']"
طيش,17,29,14,3,2,"['1', '4']"
طيع,17,29,19,3,1,['1']
طيف,17,29,21,3,4,"['1', '2', '4', '5']"
طين,17,29,26,3,4,"['1', '2', '4', '5']"
طيو,17,29,28,3,1,['1']
ظآ,18,1,0,2,1,['R.Q.1']
ظآر,18,1,11,3,5,"['1', '3', '4', '8', '10']"
ظبى,18,3,29,3,1,['5']
ظر,18,11,0,2,2,"['1', '4']"
ظرب,18,11,3,3,2,"['1', '2']"
ظرف,18,11,21,3,6,"['1', '3', '4', '5', '6', '10']"
ظعن,18,19,26,3,3,"['1', '4', '8']"
ظفر,18,21,11,3,5,"['1', '2', '4', '6', '8']"
ظل,18,24,0,2,5,"['1', '2', '4', '5', '10']"
ظلع,18,24,19,3,3,"['1', '4', '5']"
ظلف,18,24,21,3,4,"['1', '2', '3', '4']"
ظلم,18,24,25,3,8,"['1', '2', '3', '4', '5', '6', '7', '8']"
ظلى,18,24,29,3,1,['5']
ظمآ,18,25,1,3,4,"['1', '2', '4', '5']"
ظمى,18,25,29,3,3,"['1', '2', '4']"
ظن,18,26,0,2,4,"['1', '4', '5', '8']"
ظنى,18,26,29,3,1,['5']
ظهر,18,27,11,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
ظور,18,28,11,3,1,['3']
ظوف,18,28,21,3,1,['1']
ظى,18,29,0,2,1,['2']
عب,19,3,0,2,4,"['1', '5', 'R.Q.1', 'R.Q.2']"
عبآ,19,3,1,3,3,"['1', '2', '8']"
عبث,19,3,5,3,3,"['1', '4', '5']"
عبد,19,3,9,3,7,"['1', '2', '4', '5', '8', '10', 'R.Q.2']"
عبر,19,3,11,3,4,"['1', '2', '8', '10']"
عبس,19,3,13,3,4,"['1', '2', '4', '5']"
عبط,19,3,17,3,3,"['1', '4', '8']"
عبق,19,3,22,3,3,"['1', '2', 'Q.Q.3']"
عبك,19,3,23,3,1,['1']
عبل,19,3,24,3,3,"['1', '2', '4']"
عبهل,19,3,27,4,1,['Q.1']
عبو,19,3,28,3,2,"['1', '2']"
عبى,19,3,29,3,3,"['2', '6', '8']"
عتب,19,4,3,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عتد,19,4,9,3,4,"['1', '2', '4', '5']"
عتر,19,4,11,3,2,"['1', '2']"
عتق,19,4,22,3,3,"['1', '2', '4']"
عتك,19,4,23,3,1,['1']
عتل,19,4,24,3,5,"['1', '2', '3', '5', '7']"
عتم,19,4,25,3,5,"['1', '2', '4', '8', '10']"
عته,19,4,27,3,2,"['1', '5']"
عتو,19,4,28,3,2,"['1', '5']"
عث,19,5,0,2,3,"['1', '2', '3']"
عثر,19,5,11,3,5,"['1', '2', '4', '5', 'Q.Q.1']"
عثكل,19,5,23,4,2,"['Q.1', 'Q.2']"
عثم,19,5,25,3,4,"['1', '2', '4', '8']"
عثن,19,5,26,3,3,"['1', '2', '4']"
عثو,19,5,28,3,1,['1']
عج,19,6,0,2,5,"['1', '2', '4', '5', 'R.Q.1']"
عجب,19,6,3,3,5,"['1', '2', '4', '5', '10']"
عجر,19,6,11,3,4,"['1', '3', '5', '8']"
عجرف,19,6,11,4,1,(1) ['Q.2']
عجز,19,6,12,3,5,"['1', '2', '3', '4', '5']"
عجس,19,6,13,3,3,"['1', '2', '5']"
عجف,19,6,21,3,4,"['1', '2', '4', '5']"
عجل,19,6,24,3,6,"['1', '2', '3', '4', '5', '10']"
عجم,19,6,25,3,6,"['1', '2', '3', '4', '7', '10']"
عجن,19,6,26,3,4,"['1', '4', '7', '8']"
عد,19,9,0,2,11,"['1', '2', '3', '4', '5', '6', '7', '8', '10', 'R.Q.1', 'Q.Q.2']"
عدس,19,9,13,3,2,"['1', '3']"
عدف,19,9,21,3,2,"['1', '5']"
عدل,19,9,24,3,7,"['1', '2', '3', '5', '6', '7', '8']"
عدم,19,9,25,3,3,"['1', '4', '7']"
عدن,19,9,26,3,3,"['1', '2', 'Q.Q.1']"
عدو,19,9,28,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عذب,19,10,3,3,6,"['1', '2', '4', '8', '10', '12']"
عذر,19,10,11,3,7,"['1', '2', '3', '4', '5', '8', '10']"
عذط,19,10,17,3,2,"['1', 'Q.Q.1']"
عذف,19,10,21,3,2,"['1', '5']"
عذق,19,10,22,3,4,"['1', '2', '4', '8']"
عذل,19,10,24,3,5,"['1', '2', '5', '6', '8']"
عذو,19,10,28,3,2,"['1', '10']"
عذى,19,10,29,3,2,"['1', '10']"
عر,19,11,0,2,8,"['1', '2', '3', '4', '6', '8', '10', 'R.Q.2']"
عرب,19,11,3,3,7,"['1', '2', '3', '4', '5', '10', 'Q.Q.1']"
عربد,19,11,3,4,1,(1) ['Q.1']
عربن,19,11,3,4,1,(2) ['Q.1']
عرتن,19,11,4,4,1,['Q.1']
عرج,19,11,6,3,7,"['1', '2', '4', '5', '6', '7', 'R.Q.3']"
عرجن,19,11,6,4,1,(1) ['Q.1']
عرد,19,11,9,3,4,"['1', '2', '4', '5']"
عرس,19,11,13,3,4,"['1', '2', '4', '5']"
عرش,19,11,14,3,5,"['1', '2', '4', '5', '8']"
عرص,19,11,15,3,4,"['1', '4', '5', '8']"
عرصف,19,11,15,4,1,(1) ['Q.1']
عرض,19,11,16,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عرف,19,11,21,3,8,"['1', '2', '4', '5', '6', '8', '10', '12']"
عرق,19,11,22,3,7,"['1', '2', '4', '5', '8', '10', 'Q.Q.1']"
عرقب,19,11,22,4,2,"(1) ['Q.1', 'Q.2']"
عرك,19,11,23,3,5,"['1', '3', '4', '6', '8']"
عرم,19,11,25,3,6,"['1', '2', '3', '4', '5', '8']"
عرمض,19,11,25,4,1,(1) ['Q.1']
عرن,19,11,26,3,3,"['1', '2', '4']"
عرو,19,11,28,3,5,"['1', '2', '4', '8', '10']"
عرى,19,11,29,3,8,"['1', '2', '3', '4', '5', '8', '10', '12']"
عز,19,12,0,2,8,"['1', '2', '3', '4', '5', '8', '10', 'R.Q.1']"
عزب,19,12,3,3,4,"['1', '2', '4', '5']"
عزر,19,12,11,3,2,"['1', '2']"
عزف,19,12,21,3,4,"['1', '4', '6', '12']"
عزق,19,12,22,3,3,"['1', '2', '4']"
عزل,19,12,24,3,6,"['1', '2', '5', '6', '7', '8']"
عزم,19,12,25,3,3,"['1', '5', '8']"
عزو,19,12,28,3,3,"['1', '5', '8']"
عزى,19,12,29,3,5,"['1', '2', '5', '6', '8']"
عس,19,13,0,2,4,"['1', '8', 'R.Q.1', 'R.Q.2']"
عسب,19,13,3,3,3,"['1', '4', '10']"
عسج,19,13,6,3,2,"['1', '9']"
عسر,19,13,11,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عسف,19,13,21,3,6,"['1', '2', '4', '5', '7', '8']"
عسكر,19,13,23,4,1,['Q.1']
عسل,19,13,24,3,3,"['1', '2', '10']"
عسلج,19,13,24,4,1,(1) ['Q.1']
عسم,19,13,25,3,3,"['1', '4', '8']"
عسو,19,13,28,3,1,['1']
عسى,19,13,29,3,2,"['1', '4']"
عش,19,14,0,2,3,"['1', '2', '8']"
عشب,19,14,3,3,6,"['1', '2', '4', '5', '8', '12']"
عشر,19,14,11,3,7,"['1', '2', '3', '4', '6', '8', 'Q.Q.1']"
عشرق,19,14,11,4,1,(1) ['Q.1']
عشرن,19,14,11,4,1,(2) ['Q.Q.1']
عشق,19,14,22,3,3,"['1', '2', '5']"
عشو,19,14,28,3,7,"['1', '2', '4', '5', '6', '8', '10']"
عصب,19,15,3,3,7,"['1', '2', '4', '5', '7', '8', '12']"
عصد,19,15,9,3,4,"['1', '4', 'Q.Q.1', 'Q.Q.2']"
عصر,19,15,11,3,7,"['1', '2', '3', '4', '5', '7', '8']"
عصف,19,15,21,3,5,"['1', '4', '5', '8', '10']"
عصفر,19,15,21,4,2,"(1) ['Q.1', 'Q.2']"
عصل,19,15,24,3,4,"['1', '2', '4', 'Q.Q.4']"
عصم,19,15,25,3,5,"['1', '4', '7', '8', '10']"
عصو,19,15,28,3,6,"['1', '2', '3', '4', '5', '8']"
عصى,19,15,29,3,6,"['1', '3', '5', '6', '8', '10']"
عض,19,16,0,2,5,"['1', '2', '3', '4', '6']"
عضب,19,16,3,3,4,"['1', '3', '4', '7']"
عضد,19,16,9,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عضل,19,16,24,3,5,"['1', '2', '4', '5', 'Q.Q.4']"
عضه,19,16,27,3,3,"['1', '2', '4']"
عضو,19,16,28,3,2,"['1', '2']"
عط,19,17,0,2,5,"['1', '2', '5', '7', '8']"
عطب,19,17,3,3,4,"['1', '2', '4', '8']"
عطر,19,17,11,3,5,"['1', '2', '4', '5', '10']"
عطرد,19,17,11,4,1,(1) ['Q.1']
عطس,19,17,13,3,2,"['1', '2']"
عطش,19,17,14,3,6,"['1', '2', '3', '4', '5', '6']"
عطف,19,17,21,3,7,"['1', '2', '5', '6', '7', '8', '10']"
عطل,19,17,24,3,6,"['1', '2', '4', '5', '10', 'Q.Q.4']"
عطن,19,17,26,3,4,"['1', '2', '4', '7']"
عطو,19,17,28,3,7,"['1', '2', '3', '4', '5', '6', '10']"
عظل,19,18,24,3,7,"['1', '2', '3', '5', '6', '8', 'Q.Q.4']"
عظلم,19,18,24,4,1,(1) ['Q.2']
عظم,19,18,25,3,6,"['1', '2', '4', '5', '6', '10']"
عف,19,21,0,2,7,"['1', '2', '4', '5', '6', '8', '10']"
عفج,19,21,6,3,1,['1']
عفر,19,21,11,3,8,"['1', '2', '3', '5', '6', '7', '8', 'Q.Q.2']"
عفص,19,21,15,3,4,"['1', '2', '4', '8']"
عفل,19,21,24,3,2,"['1', '2']"
عفن,19,21,26,3,4,"['1', '2', '4', '5']"
عفو,19,21,28,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عفى,19,21,29,3,1,['1']
عق,19,22,0,2,7,"['1', '2', '3', '4', '7', '8', 'R.Q.1']"
عقب,19,22,3,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عقد,19,22,9,3,9,"['1', '2', '3', '4', '5', '6', '7', '8', '10']"
عقر,19,22,11,3,7,"['1', '2', '3', '4', '6', '7', '8']"
عقرب,19,22,11,4,2,"(1) ['Q.1', 'Q.2']"
عقص,19,22,15,3,3,"['1', '2', '3']"
عقف,19,22,21,3,4,"['1', '2', '5', '7']"
عقفر,19,22,21,4,3,"(1) ['Q.1', 'Q.2', 'Q.3']"
عقل,19,22,24,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
عقم,19,22,25,3,7,"['1', '2', '3', '4', '5', '6', '8']"
عقو,19,22,28,3,2,"['1', '8']"
عقى,19,22,29,3,4,"['1', '2', '4', '8']"
عك,19,23,0,2,2,"['1', '4']"
عكد,19,23,9,3,4,"['1', '4', '8', '10']"
عكر,19,23,11,3,6,"['1', '2', '4', '6', '7', '8']"
عكز,19,23,12,3,3,"['1', '2', '5']"
عكس,19,23,13,3,6,"['1', '2', '3', '5', '7', '8']"
عكف,19,23,21,3,6,"['1', '2', '3', '5', '7', '8']"
عكم,19,23,25,3,5,"['1', '2', '3', '4', '8']"
عكن,19,23,26,3,1,['5']
عل,19,24,0,2,8,"['1', '2', '3', '4', '5', '6', '8', 'R.Q.2']"
علب,19,24,3,3,5,"['1', '2', '10', 'Q.Q.1', 'Q.Q.3']"
علث,19,24,5,3,5,"['1', '2', '4', '5', '8']"
علج,19,24,6,3,7,"['1', '2', '3', '5', '6', '8', '10']"
علد,19,24,9,3,4,"['1', '13', 'Q.Q.1', 'Q.Q.3']"
علط,19,24,17,3,7,"['1', '2', '4', '5', '8', '13', 'Q.Q.2']"
علف,19,24,21,3,6,"['1', '2', '4', '5', '8', '10']"
علق,19,24,22,3,6,"['1', '2', '3', '4', '5', '8']"
علقم,19,24,22,4,1,(1) ['Q.1']
